fechaHora,trxs
07/06/2022 09:05:00 AM,576
07/06/2022 09:10:00 AM,579
07/06/2022 09:15:00 AM,648
07/06/2022 09:20:00 AM,657
07/06/2022 09:25:00 AM,786
07/06/2022 09:30:00 AM,789
07/06/2022 09:35:00 AM,642
07/06/2022 09:40:00 AM,705
07/06/2022 09:45:00 AM,759
07/06/2022 09:50:00 AM,690
07/06/2022 09:55:00 AM,831
07/06/2022 10:00:00 AM,753
07/06/2022 10:05:00 AM,717
07/06/2022 10:10:00 AM,789
07/06/2022 10:15:00 AM,933
07/06/2022 10:20:00 AM,882
07/06/2022 10:25:00 AM,1071
07/06/2022 10:30:00 AM,1074
07/06/2022 10:35:00 AM,1194
07/06/2022 10:40:00 AM,1065
07/06/2022 10:45:00 AM,1218
07/06/2022 10:50:00 AM,1149
07/06/2022 10:55:00 AM,1089
07/06/2022 11:00:00 AM,1035
07/06/2022 11:05:00 AM,1008
07/06/2022 11:10:00 AM,981
07/06/2022 11:15:00 AM,1071
07/06/2022 11:20:00 AM,987
07/06/2022 11:25:00 AM,1059
07/06/2022 11:30:00 AM,921
07/06/2022 11:35:00 AM,942
07/06/2022 11:40:00 AM,954
07/06/2022 11:45:00 AM,975
07/06/2022 11:50:00 AM,960
07/06/2022 11:55:00 AM,891
07/06/2022 12:00:00 PM,963
07/06/2022 12:05:00 PM,972
07/06/2022 12:10:00 PM,882
07/06/2022 12:15:00 PM,939
07/06/2022 12:20:00 PM,843
07/06/2022 12:25:00 PM,891
07/06/2022 12:30:00 PM,873
07/06/2022 12:35:00 PM,936
07/06/2022 12:40:00 PM,900
07/06/2022 12:45:00 PM,912
07/06/2022 12:50:00 PM,915
07/06/2022 12:55:00 PM,951
07/06/2022 01:00:00 PM,747
07/06/2022 01:05:00 PM,750
07/06/2022 01:10:00 PM,816
07/06/2022 01:15:00 PM,948
07/06/2022 01:20:00 PM,885
07/06/2022 01:25:00 PM,831
07/06/2022 01:30:00 PM,789
07/06/2022 01:35:00 PM,702
07/06/2022 01:40:00 PM,744
07/06/2022 01:45:00 PM,771
07/06/2022 01:50:00 PM,759
07/06/2022 01:55:00 PM,693
07/06/2022 02:00:00 PM,714
07/06/2022 02:05:00 PM,741
07/06/2022 02:10:00 PM,684
07/06/2022 02:15:00 PM,717
07/06/2022 02:20:00 PM,756
07/06/2022 02:25:00 PM,558
07/06/2022 02:30:00 PM,720
07/06/2022 02:35:00 PM,684
07/06/2022 02:40:00 PM,666
07/06/2022 02:45:00 PM,708
07/06/2022 02:50:00 PM,594
07/06/2022 02:55:00 PM,732
07/06/2022 03:00:00 PM,744
07/06/2022 03:05:00 PM,663
07/06/2022 03:10:00 PM,711
07/06/2022 03:15:00 PM,633
07/06/2022 03:20:00 PM,705
07/06/2022 03:25:00 PM,672
07/06/2022 03:30:00 PM,633
07/06/2022 03:35:00 PM,606
07/06/2022 03:40:00 PM,627
07/06/2022 03:45:00 PM,732
07/06/2022 03:50:00 PM,705
07/06/2022 03:55:00 PM,690
07/06/2022 04:00:00 PM,678
07/06/2022 04:05:00 PM,684
07/06/2022 04:10:00 PM,669
07/06/2022 04:15:00 PM,600
07/06/2022 04:20:00 PM,621
07/06/2022 04:25:00 PM,735
07/06/2022 04:30:00 PM,702
07/06/2022 04:35:00 PM,756
07/06/2022 04:40:00 PM,684
07/06/2022 04:45:00 PM,639
07/06/2022 04:50:00 PM,708
07/06/2022 04:55:00 PM,684
07/06/2022 05:00:00 PM,672
07/06/2022 05:05:00 PM,630
07/06/2022 05:10:00 PM,576
07/06/2022 05:15:00 PM,717
07/06/2022 05:20:00 PM,675
07/06/2022 05:25:00 PM,636
07/06/2022 05:30:00 PM,648
07/06/2022 05:35:00 PM,600
07/06/2022 05:40:00 PM,621
07/06/2022 05:45:00 PM,657
07/06/2022 05:50:00 PM,501
07/06/2022 05:55:00 PM,624
07/06/2022 06:00:00 PM,675
07/06/2022 06:05:00 PM,567
07/06/2022 06:10:00 PM,666
07/06/2022 06:15:00 PM,591
07/06/2022 06:20:00 PM,597
07/06/2022 06:25:00 PM,588
07/06/2022 06:30:00 PM,624
07/06/2022 06:35:00 PM,591
07/06/2022 06:40:00 PM,699
07/06/2022 06:45:00 PM,657
07/06/2022 06:50:00 PM,663
07/06/2022 06:55:00 PM,582
07/06/2022 07:00:00 PM,714
07/06/2022 07:05:00 PM,654
07/06/2022 07:10:00 PM,657
07/06/2022 07:15:00 PM,507
07/06/2022 07:20:00 PM,705
07/06/2022 07:25:00 PM,792
07/06/2022 07:30:00 PM,570
07/06/2022 07:35:00 PM,621
07/06/2022 07:40:00 PM,915
07/06/2022 07:45:00 PM,852
07/06/2022 07:50:00 PM,972
07/06/2022 07:55:00 PM,1029
07/06/2022 08:00:00 PM,1008
07/06/2022 08:05:00 PM,1035
07/06/2022 08:10:00 PM,1047
07/06/2022 08:15:00 PM,1053
07/06/2022 08:20:00 PM,1242
07/06/2022 08:25:00 PM,1155
07/06/2022 08:30:00 PM,1206
07/06/2022 08:35:00 PM,1125
07/06/2022 08:40:00 PM,1164
07/06/2022 08:45:00 PM,1335
07/06/2022 08:50:00 PM,1137
07/06/2022 08:55:00 PM,1371
07/06/2022 09:00:00 PM,1305
07/06/2022 09:05:00 PM,1155
07/06/2022 09:10:00 PM,1302
07/06/2022 09:15:00 PM,1461
07/06/2022 09:20:00 PM,1314
07/06/2022 09:25:00 PM,1371
07/06/2022 09:30:00 PM,1326
07/06/2022 09:35:00 PM,1455
07/06/2022 09:40:00 PM,1299
07/06/2022 09:45:00 PM,1257
07/06/2022 09:50:00 PM,1485
07/06/2022 09:55:00 PM,1344
07/06/2022 10:00:00 PM,1245
07/06/2022 10:05:00 PM,1308
07/06/2022 10:10:00 PM,1323
07/06/2022 10:15:00 PM,1254
07/06/2022 10:20:00 PM,1155
07/06/2022 10:25:00 PM,1143
07/06/2022 10:30:00 PM,273
07/06/2022 10:35:00 PM,1437
07/06/2022 10:40:00 PM,1233
07/06/2022 10:45:00 PM,1089
07/06/2022 10:50:00 PM,1134
07/06/2022 10:55:00 PM,963
07/06/2022 11:00:00 PM,969
07/06/2022 11:05:00 PM,978
07/06/2022 11:10:00 PM,855
07/06/2022 11:15:00 PM,747
07/06/2022 11:20:00 PM,744
07/06/2022 11:25:00 PM,738
07/06/2022 11:30:00 PM,699
07/06/2022 11:35:00 PM,633
07/06/2022 11:40:00 PM,573
07/06/2022 11:45:00 PM,531
07/06/2022 11:50:00 PM,432
07/06/2022 11:55:00 PM,510
08/06/2022,381
08/06/2022 12:05:00 AM,417
08/06/2022 12:10:00 AM,375
08/06/2022 12:15:00 AM,336
08/06/2022 12:20:00 AM,348
08/06/2022 12:25:00 AM,306
08/06/2022 12:30:00 AM,333
08/06/2022 12:35:00 AM,288
08/06/2022 12:40:00 AM,315
08/06/2022 12:45:00 AM,225
08/06/2022 12:50:00 AM,201
08/06/2022 12:55:00 AM,195
08/06/2022 01:00:00 AM,216
08/06/2022 01:05:00 AM,195
08/06/2022 01:10:00 AM,189
08/06/2022 01:15:00 AM,105
08/06/2022 01:20:00 AM,171
08/06/2022 01:25:00 AM,117
08/06/2022 01:30:00 AM,120
08/06/2022 01:35:00 AM,114
08/06/2022 01:40:00 AM,33
08/06/2022 01:45:00 AM,81
08/06/2022 01:50:00 AM,93
08/06/2022 01:55:00 AM,96
08/06/2022 02:00:00 AM,75
08/06/2022 02:05:00 AM,63
08/06/2022 02:10:00 AM,60
08/06/2022 02:15:00 AM,39
08/06/2022 02:20:00 AM,60
08/06/2022 02:25:00 AM,84
08/06/2022 02:30:00 AM,45
08/06/2022 02:35:00 AM,51
08/06/2022 02:40:00 AM,45
08/06/2022 02:45:00 AM,39
08/06/2022 02:50:00 AM,21
08/06/2022 02:55:00 AM,27
08/06/2022 03:00:00 AM,27
08/06/2022 03:05:00 AM,27
08/06/2022 03:10:00 AM,39
08/06/2022 03:15:00 AM,30
08/06/2022 03:20:00 AM,24
08/06/2022 03:25:00 AM,21
08/06/2022 03:30:00 AM,24
08/06/2022 03:35:00 AM,18
08/06/2022 03:40:00 AM,9
08/06/2022 03:45:00 AM,33
08/06/2022 03:50:00 AM,24
08/06/2022 03:55:00 AM,27
08/06/2022 04:00:00 AM,18
08/06/2022 04:05:00 AM,9
08/06/2022 04:10:00 AM,6
08/06/2022 04:15:00 AM,30
08/06/2022 04:20:00 AM,27
08/06/2022 04:25:00 AM,21
08/06/2022 04:30:00 AM,27
08/06/2022 04:35:00 AM,24
08/06/2022 04:40:00 AM,24
08/06/2022 04:45:00 AM,24
08/06/2022 04:50:00 AM,33
08/06/2022 04:55:00 AM,27
08/06/2022 05:00:00 AM,30
08/06/2022 05:05:00 AM,30
08/06/2022 05:10:00 AM,36
08/06/2022 05:15:00 AM,42
08/06/2022 05:20:00 AM,90
08/06/2022 05:25:00 AM,81
08/06/2022 05:30:00 AM,51
08/06/2022 05:35:00 AM,60
08/06/2022 05:40:00 AM,69
08/06/2022 05:45:00 AM,99
08/06/2022 05:50:00 AM,93
08/06/2022 05:55:00 AM,69
08/06/2022 06:00:00 AM,81
08/06/2022 06:05:00 AM,60
08/06/2022 06:10:00 AM,99
08/06/2022 06:15:00 AM,141
08/06/2022 06:20:00 AM,141
08/06/2022 06:25:00 AM,123
08/06/2022 06:30:00 AM,129
08/06/2022 06:35:00 AM,168
08/06/2022 06:40:00 AM,147
08/06/2022 06:45:00 AM,192
08/06/2022 06:50:00 AM,141
08/06/2022 06:55:00 AM,168
08/06/2022 07:00:00 AM,228
08/06/2022 07:05:00 AM,198
08/06/2022 07:10:00 AM,213
08/06/2022 07:15:00 AM,276
08/06/2022 07:20:00 AM,273
08/06/2022 07:25:00 AM,366
08/06/2022 07:30:00 AM,420
08/06/2022 07:35:00 AM,357
08/06/2022 07:40:00 AM,393
08/06/2022 07:45:00 AM,393
08/06/2022 07:50:00 AM,399
08/06/2022 07:55:00 AM,411
08/06/2022 08:00:00 AM,360
08/06/2022 08:05:00 AM,417
08/06/2022 08:10:00 AM,417
08/06/2022 08:15:00 AM,480
08/06/2022 08:20:00 AM,567
08/06/2022 08:25:00 AM,579
08/06/2022 08:30:00 AM,543
08/06/2022 08:35:00 AM,627
08/06/2022 08:40:00 AM,675
08/06/2022 08:45:00 AM,603
08/06/2022 08:50:00 AM,597
08/06/2022 08:55:00 AM,633
08/06/2022 09:00:00 AM,621
08/06/2022 09:05:00 AM,699
08/06/2022 09:10:00 AM,699
08/06/2022 09:15:00 AM,732
08/06/2022 09:20:00 AM,813
08/06/2022 09:25:00 AM,822
08/06/2022 09:30:00 AM,852
08/06/2022 09:35:00 AM,732
08/06/2022 09:40:00 AM,810
08/06/2022 09:45:00 AM,774
08/06/2022 09:50:00 AM,885
08/06/2022 09:55:00 AM,957
08/06/2022 10:00:00 AM,867
08/06/2022 10:05:00 AM,723
08/06/2022 10:10:00 AM,861
08/06/2022 10:15:00 AM,912
08/06/2022 10:20:00 AM,978
08/06/2022 10:25:00 AM,1074
08/06/2022 10:30:00 AM,1122
08/06/2022 10:35:00 AM,1038
08/06/2022 10:40:00 AM,1110
08/06/2022 10:45:00 AM,1023
08/06/2022 10:50:00 AM,1068
08/06/2022 10:55:00 AM,1149
08/06/2022 11:00:00 AM,960
08/06/2022 11:05:00 AM,1020
08/06/2022 11:10:00 AM,1149
08/06/2022 11:15:00 AM,1038
08/06/2022 11:20:00 AM,1026
08/06/2022 11:25:00 AM,1050
08/06/2022 11:30:00 AM,1068
08/06/2022 11:35:00 AM,921
08/06/2022 11:40:00 AM,1053
08/06/2022 11:45:00 AM,1029
08/06/2022 11:50:00 AM,990
08/06/2022 11:55:00 AM,1026
08/06/2022 12:00:00 PM,969
08/06/2022 12:05:00 PM,948
08/06/2022 12:10:00 PM,996
08/06/2022 12:15:00 PM,888
08/06/2022 12:20:00 PM,927
08/06/2022 12:25:00 PM,987
08/06/2022 12:30:00 PM,945
08/06/2022 12:35:00 PM,882
08/06/2022 12:40:00 PM,924
08/06/2022 12:45:00 PM,957
08/06/2022 12:50:00 PM,924
08/06/2022 12:55:00 PM,849
08/06/2022 01:00:00 PM,1002
08/06/2022 01:05:00 PM,852
08/06/2022 01:10:00 PM,789
08/06/2022 01:15:00 PM,927
08/06/2022 01:20:00 PM,870
08/06/2022 01:25:00 PM,804
08/06/2022 01:30:00 PM,819
08/06/2022 01:35:00 PM,792
08/06/2022 01:40:00 PM,906
08/06/2022 01:45:00 PM,921
08/06/2022 01:50:00 PM,873
08/06/2022 01:55:00 PM,777
08/06/2022 02:00:00 PM,753
08/06/2022 02:05:00 PM,714
08/06/2022 02:10:00 PM,720
08/06/2022 02:15:00 PM,771
08/06/2022 02:20:00 PM,771
08/06/2022 02:25:00 PM,711
08/06/2022 02:30:00 PM,777
08/06/2022 02:35:00 PM,717
08/06/2022 02:40:00 PM,744
08/06/2022 02:45:00 PM,681
08/06/2022 02:50:00 PM,687
08/06/2022 02:55:00 PM,714
08/06/2022 03:00:00 PM,747
08/06/2022 03:05:00 PM,630
08/06/2022 03:10:00 PM,720
08/06/2022 03:15:00 PM,714
08/06/2022 03:20:00 PM,696
08/06/2022 03:25:00 PM,711
08/06/2022 03:30:00 PM,660
08/06/2022 03:35:00 PM,609
08/06/2022 03:40:00 PM,846
08/06/2022 03:45:00 PM,807
08/06/2022 03:50:00 PM,696
08/06/2022 03:55:00 PM,687
08/06/2022 04:00:00 PM,699
08/06/2022 04:05:00 PM,582
08/06/2022 04:10:00 PM,567
08/06/2022 04:15:00 PM,717
08/06/2022 04:20:00 PM,741
08/06/2022 04:25:00 PM,726
08/06/2022 04:30:00 PM,687
08/06/2022 04:35:00 PM,702
08/06/2022 04:40:00 PM,699
08/06/2022 04:45:00 PM,675
08/06/2022 04:50:00 PM,756
08/06/2022 04:55:00 PM,738
08/06/2022 05:00:00 PM,717
08/06/2022 05:05:00 PM,660
08/06/2022 05:10:00 PM,867
08/06/2022 05:15:00 PM,906
08/06/2022 05:20:00 PM,723
08/06/2022 05:25:00 PM,735
08/06/2022 05:30:00 PM,723
08/06/2022 05:35:00 PM,717
08/06/2022 05:40:00 PM,624
08/06/2022 05:45:00 PM,663
08/06/2022 05:50:00 PM,717
08/06/2022 05:55:00 PM,765
08/06/2022 06:00:00 PM,669
08/06/2022 06:05:00 PM,591
08/06/2022 06:10:00 PM,630
08/06/2022 06:15:00 PM,723
08/06/2022 06:20:00 PM,735
08/06/2022 06:25:00 PM,618
08/06/2022 06:30:00 PM,702
08/06/2022 06:35:00 PM,630
08/06/2022 06:40:00 PM,726
08/06/2022 06:45:00 PM,642
08/06/2022 06:50:00 PM,729
08/06/2022 06:55:00 PM,735
08/06/2022 07:00:00 PM,666
08/06/2022 07:05:00 PM,615
08/06/2022 07:10:00 PM,714
08/06/2022 07:15:00 PM,729
08/06/2022 07:20:00 PM,705
08/06/2022 07:25:00 PM,618
08/06/2022 07:30:00 PM,612
08/06/2022 07:35:00 PM,777
08/06/2022 07:40:00 PM,672
08/06/2022 07:45:00 PM,741
08/06/2022 07:50:00 PM,744
08/06/2022 07:55:00 PM,762
08/06/2022 08:00:00 PM,819
08/06/2022 08:05:00 PM,675
08/06/2022 08:10:00 PM,684
08/06/2022 08:15:00 PM,804
08/06/2022 08:20:00 PM,810
08/06/2022 08:25:00 PM,831
08/06/2022 08:30:00 PM,795
08/06/2022 08:35:00 PM,816
08/06/2022 08:40:00 PM,810
08/06/2022 08:45:00 PM,714
08/06/2022 08:50:00 PM,729
08/06/2022 08:55:00 PM,771
08/06/2022 09:00:00 PM,711
08/06/2022 09:05:00 PM,789
08/06/2022 09:10:00 PM,699
08/06/2022 09:15:00 PM,675
08/06/2022 09:20:00 PM,816
08/06/2022 09:25:00 PM,711
08/06/2022 09:30:00 PM,807
08/06/2022 09:35:00 PM,741
08/06/2022 09:40:00 PM,765
08/06/2022 09:45:00 PM,741
08/06/2022 09:50:00 PM,738
08/06/2022 09:55:00 PM,756
08/06/2022 10:00:00 PM,735
08/06/2022 10:05:00 PM,708
08/06/2022 10:10:00 PM,678
08/06/2022 10:15:00 PM,699
08/06/2022 10:20:00 PM,669
08/06/2022 10:25:00 PM,534
08/06/2022 10:30:00 PM,594
08/06/2022 10:35:00 PM,666
08/06/2022 10:40:00 PM,519
08/06/2022 10:45:00 PM,570
08/06/2022 10:50:00 PM,534
08/06/2022 10:55:00 PM,519
08/06/2022 11:00:00 PM,495
08/06/2022 11:05:00 PM,462
08/06/2022 11:10:00 PM,495
08/06/2022 11:15:00 PM,396
08/06/2022 11:20:00 PM,450
08/06/2022 11:25:00 PM,417
08/06/2022 11:30:00 PM,396
08/06/2022 11:35:00 PM,348
08/06/2022 11:40:00 PM,378
08/06/2022 11:45:00 PM,330
08/06/2022 11:50:00 PM,336
08/06/2022 11:55:00 PM,303
09/06/2022,270
09/06/2022 12:05:00 AM,291
09/06/2022 12:10:00 AM,252
09/06/2022 12:15:00 AM,231
09/06/2022 12:20:00 AM,225
09/06/2022 12:25:00 AM,222
09/06/2022 12:30:00 AM,177
09/06/2022 12:35:00 AM,177
09/06/2022 12:40:00 AM,207
09/06/2022 12:45:00 AM,144
09/06/2022 12:50:00 AM,204
09/06/2022 12:55:00 AM,186
09/06/2022 01:00:00 AM,141
09/06/2022 01:05:00 AM,144
09/06/2022 01:10:00 AM,69
09/06/2022 01:15:00 AM,39
09/06/2022 01:20:00 AM,33
09/06/2022 01:25:00 AM,57
09/06/2022 01:30:00 AM,69
09/06/2022 01:35:00 AM,45
09/06/2022 01:40:00 AM,75
09/06/2022 01:45:00 AM,75
09/06/2022 01:50:00 AM,75
09/06/2022 01:55:00 AM,57
09/06/2022 02:00:00 AM,60
09/06/2022 02:05:00 AM,72
09/06/2022 02:10:00 AM,48
09/06/2022 02:15:00 AM,84
09/06/2022 02:20:00 AM,63
09/06/2022 02:25:00 AM,51
09/06/2022 02:30:00 AM,30
09/06/2022 02:35:00 AM,60
09/06/2022 02:40:00 AM,39
09/06/2022 02:45:00 AM,48
09/06/2022 02:50:00 AM,27
09/06/2022 02:55:00 AM,27
09/06/2022 03:00:00 AM,45
09/06/2022 03:05:00 AM,39
09/06/2022 03:10:00 AM,24
09/06/2022 03:15:00 AM,15
09/06/2022 03:20:00 AM,9
09/06/2022 03:25:00 AM,24
09/06/2022 03:30:00 AM,21
09/06/2022 03:35:00 AM,21
09/06/2022 03:40:00 AM,36
09/06/2022 03:45:00 AM,15
09/06/2022 03:50:00 AM,48
09/06/2022 03:55:00 AM,15
09/06/2022 04:00:00 AM,18
09/06/2022 04:05:00 AM,12
09/06/2022 04:10:00 AM,18
09/06/2022 04:15:00 AM,24
09/06/2022 04:20:00 AM,3
09/06/2022 04:25:00 AM,6
09/06/2022 04:30:00 AM,18
09/06/2022 04:35:00 AM,33
09/06/2022 04:40:00 AM,27
09/06/2022 04:45:00 AM,15
09/06/2022 04:50:00 AM,9
09/06/2022 04:55:00 AM,21
09/06/2022 05:00:00 AM,15
09/06/2022 05:05:00 AM,27
09/06/2022 05:10:00 AM,24
09/06/2022 05:15:00 AM,30
09/06/2022 05:20:00 AM,24
09/06/2022 05:25:00 AM,60
09/06/2022 05:30:00 AM,12
09/06/2022 05:35:00 AM,24
09/06/2022 05:40:00 AM,33
09/06/2022 05:45:00 AM,69
09/06/2022 05:50:00 AM,57
09/06/2022 05:55:00 AM,33
09/06/2022 06:00:00 AM,99
09/06/2022 06:05:00 AM,87
09/06/2022 06:10:00 AM,60
09/06/2022 06:15:00 AM,87
09/06/2022 06:20:00 AM,75
09/06/2022 06:25:00 AM,108
09/06/2022 06:30:00 AM,99
09/06/2022 06:35:00 AM,87
09/06/2022 06:40:00 AM,99
09/06/2022 06:45:00 AM,111
09/06/2022 06:50:00 AM,132
09/06/2022 06:55:00 AM,111
09/06/2022 07:00:00 AM,141
09/06/2022 07:05:00 AM,111
09/06/2022 07:10:00 AM,189
09/06/2022 07:15:00 AM,201
09/06/2022 07:20:00 AM,129
09/06/2022 07:25:00 AM,264
09/06/2022 07:30:00 AM,261
09/06/2022 07:35:00 AM,219
09/06/2022 07:40:00 AM,270
09/06/2022 07:45:00 AM,252
09/06/2022 07:50:00 AM,240
09/06/2022 07:55:00 AM,264
09/06/2022 08:00:00 AM,303
09/06/2022 08:05:00 AM,243
09/06/2022 08:10:00 AM,333
09/06/2022 08:15:00 AM,378
09/06/2022 08:20:00 AM,357
09/06/2022 08:25:00 AM,438
09/06/2022 08:30:00 AM,390
09/06/2022 08:35:00 AM,426
09/06/2022 08:40:00 AM,462
09/06/2022 08:45:00 AM,459
09/06/2022 08:50:00 AM,438
09/06/2022 08:55:00 AM,402
09/06/2022 09:00:00 AM,447
09/06/2022 09:05:00 AM,420
09/06/2022 09:10:00 AM,459
09/06/2022 09:15:00 AM,483
09/06/2022 09:20:00 AM,543
09/06/2022 09:25:00 AM,603
09/06/2022 09:30:00 AM,615
09/06/2022 09:35:00 AM,570
09/06/2022 09:40:00 AM,567
09/06/2022 09:45:00 AM,654
09/06/2022 09:50:00 AM,729
09/06/2022 09:55:00 AM,711
09/06/2022 10:00:00 AM,654
09/06/2022 10:05:00 AM,687
09/06/2022 10:10:00 AM,726
09/06/2022 10:15:00 AM,789
09/06/2022 10:20:00 AM,864
09/06/2022 10:25:00 AM,789
09/06/2022 10:30:00 AM,885
09/06/2022 10:35:00 AM,888
09/06/2022 10:40:00 AM,891
09/06/2022 10:45:00 AM,825
09/06/2022 10:50:00 AM,1005
09/06/2022 10:55:00 AM,921
09/06/2022 11:00:00 AM,873
09/06/2022 11:05:00 AM,795
09/06/2022 11:10:00 AM,768
09/06/2022 11:15:00 AM,837
09/06/2022 11:20:00 AM,801
09/06/2022 11:25:00 AM,831
09/06/2022 11:30:00 AM,813
09/06/2022 11:35:00 AM,747
09/06/2022 11:40:00 AM,768
09/06/2022 11:45:00 AM,894
09/06/2022 11:50:00 AM,882
09/06/2022 11:55:00 AM,819
09/06/2022 12:00:00 PM,759
09/06/2022 12:05:00 PM,678
09/06/2022 12:10:00 PM,729
09/06/2022 12:15:00 PM,735
09/06/2022 12:20:00 PM,759
09/06/2022 12:25:00 PM,855
09/06/2022 12:30:00 PM,861
09/06/2022 12:35:00 PM,732
09/06/2022 12:40:00 PM,855
09/06/2022 12:45:00 PM,912
09/06/2022 12:50:00 PM,870
09/06/2022 12:55:00 PM,819
09/06/2022 01:00:00 PM,792
09/06/2022 01:05:00 PM,804
09/06/2022 01:10:00 PM,792
09/06/2022 01:15:00 PM,744
09/06/2022 01:20:00 PM,690
09/06/2022 01:25:00 PM,702
09/06/2022 01:30:00 PM,807
09/06/2022 01:35:00 PM,759
09/06/2022 01:40:00 PM,750
09/06/2022 01:45:00 PM,726
09/06/2022 01:50:00 PM,759
09/06/2022 01:55:00 PM,672
09/06/2022 02:00:00 PM,744
09/06/2022 02:05:00 PM,597
09/06/2022 02:10:00 PM,723
09/06/2022 02:15:00 PM,657
09/06/2022 02:20:00 PM,564
09/06/2022 02:25:00 PM,597
09/06/2022 02:30:00 PM,609
09/06/2022 02:35:00 PM,537
09/06/2022 02:40:00 PM,600
09/06/2022 02:45:00 PM,618
09/06/2022 02:50:00 PM,606
09/06/2022 02:55:00 PM,612
09/06/2022 03:00:00 PM,645
09/06/2022 03:05:00 PM,585
09/06/2022 03:10:00 PM,549
09/06/2022 03:15:00 PM,573
09/06/2022 03:20:00 PM,609
09/06/2022 03:25:00 PM,573
09/06/2022 03:30:00 PM,588
09/06/2022 03:35:00 PM,549
09/06/2022 03:40:00 PM,669
09/06/2022 03:45:00 PM,606
09/06/2022 03:50:00 PM,618
09/06/2022 03:55:00 PM,570
09/06/2022 04:00:00 PM,543
09/06/2022 04:05:00 PM,579
09/06/2022 04:10:00 PM,633
09/06/2022 04:15:00 PM,609
09/06/2022 04:20:00 PM,588
09/06/2022 04:25:00 PM,606
